questions	answers	labels
請問您是否已事先審慎評估自身財務狀況與風險承受能力，並願承擔因財務槓桿操作方式所面臨的風險及辦理保單解約轉投保之權益損失，除辦理貸款或保單借款需支付本金及利息外，還有該產品可能發生之相關風險及最大可能損失，且本行人員並未鼓勵或勸誘以辦理貸款、保單借款、保單解約/保單終止及定存解約之方式購買保險，請問您是否已瞭解？審慎評估之前的財務狀況風險能力醫院承擔財務槓桿操作方式所面臨的風險保單轉頭告知權益的損失除了辦理貸款或者是保單借款需要支付本金利息以外在產品可能發生的相關風險最大可能的損失請問您是否	是的謝謝	1
您好！這裡是玉山銀行總行個金處/OO分行/OO消金中心，敝姓O，員工編號OOOOO，請問是○○○先生/小姐本人嗎？您好這裡是玉山銀行實施宵禁中心敝姓管理員工編號是零九三六是鄰居元先生本人嗎	嗎對	1
請問您是否知道本次購買的是○○人壽的保險，不是存款，如果辦理解約將可能只領回部分已繳保費？請問您是否有收到本次購買的是中國人壽保險不是存款如果辦理解約像可能只能回部份繳保費	收入存款我的存款可以可以這麼說	1
感謝您近期透過本行投保○○人壽○○○，繳費年期為O年/躉繳，依照保險法令的要求，為保障您的權益，稍後電話訪問內容將會全程錄音，請問您同意嗎？感謝你定期透過本行投保發現法國巴黎人壽幸福世代遞減定期受限繳費年輕一次付清依照保險法的要求要保障權益等一下電話訪問內容會全程錄音請問同意嗎	阿	0
請問您投保時，是否皆由○○分行的○○○，在旁邊協助，並由要保人○○○及被保 險人○○○親自簽名，且被保險人之健康告知事項皆由被保險人確認後親自填寫？請問您投保石油城東分行的林怡辰從旁協助並由您本人親筆簽名嗎對好的那請問呃被保險人健康告知事項也是您本人親自填寫	阿	0
您好！這裡是玉山銀行總行保代部/OO分行，敝姓O，員工編號OOOOO，請問是○○○先生/小姐本人嗎？您好這裡是玉山銀行總行保障部敝姓李要員工編號二零二七一好請問是張先生本人嗎	先生你好	0
您好！這裡是玉山銀行總行個金處/OO分行/OO消金中心，敝姓O，員工編號OOOOO，請問是○○○先生/小姐本人嗎？您好這裡是玉山銀行實施宵禁中心敝姓管理員工編號是零九三六是鄰居元先生本人嗎	阿	0
請問您是否知道本次購買的是○○人壽的保險，不是存款，如果辦理解約將可能只領回部分已繳保費？請問您是否知道本子購買的是中國人壽保險不是存款如果辦理解約將可能領回部份繳費	保證	0
請問您是否已事先審慎評估自身財務狀況與風險承受能力，並願承擔因財務槓桿操作方式所面臨的風險及辦理保單解約轉投保之權益損失，除辦理貸款或保單借款需支付本金及利息外，還有該產品可能發生之相關風險及最大可能損失，且本行人員並未鼓勵或勸誘以辦理貸款、保單借款、保單解約/保單終止及定存解約之方式購買保險，請問您是否已瞭解？請問您是否已事先審慎評估自身的財務狀況風險程式的能力願意承擔財務財務槓桿操作方式所面臨的風險以及辦理保單轉頭以及辦理保單解約轉頭保持權益損失處辦理貸款或保單借款須知複製本金加利息外還有開產品可能發生相關風險最大可能損失小姐本行人員定位鼓勵或確認你用辦理貸款保單借款保單解約保單中午吃定存解約方式購買保險請問是否已經了解	先生你好	0
請問您是否知道本次購買的是○○人壽的保險，不是存款，如果辦理解約將可能只領回部分已繳保費？請問您是否知道本次購買是南山人壽保險不是存款如果辦理解約將可能資料的部份一繳保費	不好意思	0
請問您是否知道本次購買的是○○人壽的投資型保險，需自行承擔淨值變動的風險， 並無投資方面的保證？請問您知道本子購買安聯人生投資型保險是自行承擔禁止變動的風險並沒有投資方面的保證	嘿我是	1
請問您本次投保繳交保費的資金來源是否為請問您本身是投保繳繳保費的資金來源是否為	不好意思	0
請問您投保時，是否皆由○○分行的○○○，在旁邊協助，並由要保人○○○及被保 險人○○○親自簽名，且被保險人之健康告知事項皆由被保險人確認後親自填寫？請問您投保石油城東分行的林怡辰從旁協助並由您本人親筆簽名嗎對好的那請問呃被保險人健康告知事項也是您本人親自填寫	繳費知道	1
請問您投保時，是否皆由○○分行的○○○，在旁邊協助，並由要保人○○○及被保 險人○○○親自簽名，且被保險人之健康告知事項皆由被保險人確認後親自填寫？請問您在淘寶的時候是否都是我們汐止分行的錢重新在旁邊協助比如說被保險人都是五上漆先生你親自簽名那被保險人健康告知事項與您確認後親自填寫	我知道	1
請問您投保時，是否皆由○○消金中心的○○○，在旁邊協助，並由您本人○○○親自簽名，且被保險人之健康告知事項皆由您確認後親自填寫？請問頭髮時是否新北二心中心的李俊宏先生在旁邊協助並由您本人林惠貞親自簽名車被保險人健康告知事項也只有你確認親自填寫	對謝謝	1
請問您是否知道本次購買的是○○人壽的保險，不是存款，如果辦理解約將可能只領回部分已繳保費？請問您是否有收到本次購買的是中國人壽保險不是存款如果辦理解約像可能只能回部份繳保費	喔喔嗯	0
感謝您近期透過本行投保 ○○人壽○○○，繳費年期為○年/躉繳，依照保險法令的要求，為保障您的權益，稍後電話訪問內容將會全程錄音，請問您同意嗎？還本終身繳費請問四年依據法律的要求保障接下來我們通話內容將會全程錄音	本人嗎對對	1
請問您是否知道本次購買的是○○人壽的保險，不是存款，如果辦理解約將可能只領回部分已繳保費？請問您是否有收到本子購買這兩張都是南山人壽保險不是存款如果辦理解約將可能只能領回部份繳保費	小姐	0
請問您是否知道本次購買的是○○人壽的保險，不是存款，如果辦理解約將可能只領回部分已繳保費？請問您是否有收到本子購買這兩張都是南山人壽保險不是存款如果辦理解約將可能只能領回部份繳保費	嗎	0
與您再次確認上述投保內容和本次貸款並沒有搭售或不當行銷的情形發生，請問是否正確？您再次確認上述投保內容和本質貸款並沒有大受或不當行銷的情形發生請問是否正確	嗎對好	1
請問您本次投保繳交保費的資金來源是否為請問一下本次保費的資金來源是否為	對啊	1
請問您本次投保繳交保費的資金來源是否為本次的保費的資金是來源是否	好的了解	1
請問您是否知道本次購買的是○○人壽的投資型保險，需自行承擔淨值變動的風險， 並無投資方面的保證？請問您是否知道本子購買的這個是安聯收益投資型保險需要自行承擔緊急變動的風險點五投資方面的	他那個	0
您好！這裡是玉山銀行總行保代部/OO分行，敝姓O，員工編號OOOOO，請問是○○○先生/小姐本人嗎？您好這裡是玉山銀行總行保單不必杏堯員工編號二零二七一好請問是余因為小姐本人嗎	是的謝謝	1
請問您是否知道您所繳的保費會扣除相關費用後（像：保單管理費、保險成本等），才進入投資帳戶？請問您是否寄到您的保費會扣除掉相關的費用喔像是保單旅費跟保險成本等國慶路投資的帳戶	本人嗎對對	1
請問您本次投保繳交保費的資金來源是否為？請問本是保費的資金來源是否為	小姐	0
請問您投保時，是否皆由○○分行的○○○，在旁邊協助，並由要保人○○○及被保 險人○○○親自簽名，且被保險人之健康告知事項皆由被保險人確認後親自填寫？請問您的時候是否有分行的邱泳圈旁邊做協助棒球要保人味道兩極被保險人回到量親自簽名被保險人而且被保險人健康告知事項街友被保險人確認後親自填寫	不確定	0
您好！這裡是玉山銀行總行保代部/OO分行，敝姓O，員工編號OOOOO，請問是○○○先生/小姐本人嗎？您好這裡是玉山銀行總行保單不必杏堯員工編號二零二七一好請問是余因為小姐本人嗎	不確定	0
請問您投保時，是否皆由○○分行的○○○，在旁邊協助，並由要保人○○○及被保 險人○○○親自簽名，且被保險人之健康告知事項皆由被保險人確認後親自填寫？請問您投保時事有南港分行的豬於心從旁協助棒球要保人帳戶先升級被保險人是您本人正副卡先生親自簽名車被保險人的健康告知事項都是由政府和先生也是被保險人親自填寫	不好意思	0
